stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
activ project	project activities	project activities|&|project activity|&|activities of the project|&|active projects|&|projects and activities|&|activities and projects|&|projects activities|&|activities among the project|&|activities of projects|&|activities of this project|&|activity or project	2	81,8292475717	426,630251968	251,299144986	44,0	1966,0	 
approach collabor	collaborative approach	collaborative approach	2	20,4573118929	131,5999416	180,897452326	13,0	413,0	 
new peopl	new people	new people|&|people new	2	26,7518693984	168,264016243	219,016223789	15,0	372,0	 
leadership project	Leadership Project	Leadership Project|&|leadership project|&|leadership and project	2	15,7363937638	107,017386244	239,773756042	9,0	333,0	 
develop educ	educational development	educational development|&|education development|&|development education|&|education and development|&|Education Development|&|Education and Development|&|development and education	2	44,0619025386	251,241733893	225,573536988	27,0	1006,0	 
educ health	health education	health education|&|Health education|&|health and education|&|Health Education|&|education and health|&|health educator|&|education & health|&|education health|&|Health and Education|&|education on health|&|Education and Health|&|health & education	2	226,604070199	982,196114435	434,623967123	119,0	4528,0	 
busi solut	business solutions	business solutions|&|business solution	2	14,1627543874	99,8749521417	176,98825377	7,0	214,0	 
food restaur	food restaurants	food restaurants|&|food restaurant|&|food that the restaurant	2	15,7363937638	107,017386244	201,497925322	9,0	291,0	 
effici energi	energy efficiency	energy efficiency|&|energy efficient|&|Energy Efficiency|&|Energy efficiency|&|efficient energy|&|Energy and Efficiency	2	165,23213452	791,984325997	195,820146257	70,0	2179,0	 
discuss focu group	focus group discussions	focus group discussions|&|focus group discussion	3	25,8142535027	160,056592321	573,825517744	13,0	493,0	 
homeless individu	homeless individuals	homeless individuals	2	26,7518693984	181,929556615	199,485406464	9,0	272,0	 
evalu impact	impact evaluation	impact evaluation|&|impact evaluations|&|evaluation on the impact|&|impact through the evaluation|&|evaluation of impact|&|evaluation and impact	2	40,9146237858	236,444727802	181,016613106	25,0	909,0	 
literaci program	literacy program	literacy program|&|literacy programs|&|Literacy Program|&|Literacy program	2	66,0928538079	361,626634372	254,595763384	48,0	1688,0	 
commun organ	community organizations	community organizations|&|community organizing|&|community organization|&|community organizers|&|community organizer|&|organizations and communities|&|Community Organization|&|communities and organizations|&|communities until the organization|&|organizations or communities|&|organization and community|&|community for an organization|&|community as organizers|&|community of organizations|&|organization in the community|&|organization at the communities|&|communities or organizations|&|community the organization	2	262,797775855	1049,59012256	241,926745707	164,0	5950,0	 
caus death lead	leading cause of death	leading cause of death|&|leading causes of death	4	35,7428125422	212,028310752	235,714062055	19,0	753,0	 
center detent	detention centers	detention centers|&|detention center|&|Detention Center	2	55,0773781733	312,049132875	219,577353648	38,0	1536,0	 
first program year	program in the first year	program in the first year|&|first year after the program|&|first program year|&|first year in the program|&|program during the first year|&|program for the first year|&|program within the first year	5	15,8856944632	108,330232231	211,915985114	8,0	347,0	 
home ownership	home ownership	home ownership	2	36,1937056567	230,148423777	174,023549694	14,0	492,0	 
academ program	academic program	academic program|&|academic programs	2	17,3100331402	114,24550848	289,158332577	11,0	412,0	 
lack motiv	lack motivation	lack motivation|&|lack of motivation	2	26,7518693984	168,264016243	179,200615591	15,0	588,0	 
entrepreneur local	local entrepreneurs	local entrepreneurs|&|local entrepreneur	2	56,6510175496	318,976863412	265,822193284	29,0	916,0	 
imag neg	negative images	negative images|&|negative image	2	44,0619025386	254,632783787	264,605419435	25,0	882,0	 
dropout rate	dropout rate	dropout rate|&|dropout rates|&|Dropout Rate	2	162,084855767	748,155751974	948,503356106	137,0	6165,0	 
base organ	based organizations	based organizations|&|based organization|&|Based Organization	2	44,0619025386	252,904644547	856,399933605	74,0	3007,0	 
school week	school week	school week|&|week after school|&|week at each school|&|week in school|&|school a week|&|school during the week|&|week at the school	2	20,4573118929	131,5999416	184,837944507	13,0	517,0	 
empower women	women empowerment	women empowerment|&|Women Empowerment|&|empowerment of women|&|empowerment women|&|empowerment of the women|&|empowerment for women|&|Empowerment of Women	2	56,6510175496	313,400133119	241,858348808	32,0	1177,0	 
develop sector	development sector	development sector|&|sector development|&|development of this sector	2	47,2091812914	274,748012712	228,390841133	29,0	818,0	 
children poor	poor children	poor children	2	34,6200662803	213,42027648	178,921891248	17,0	599,0	 
ground new	new ground	new ground	2	14,1627543874	96,3156476199	178,970453283	9,0	295,0	 
develop health	health development	health development|&|Health Development|&|development and health|&|development health	2	18,8836725165	126,431270019	306,350655135	10,0	423,0	 
famili support	support families	support families|&|supporting families|&|families support|&|families without support|&|families we support|&|support the families	2	20,4573118929	131,5999416	196,721141998	13,0	421,0	 
health promot	health promotion	health promotion|&|Health Promotion|&|promoting health|&|health promoting	2	39,3409844095	236,129386783	227,628570256	20,0	795,0	 
8th grader	8th graders	8th graders	2	40,9146237858	236,444727802	314,691317912	25,0	879,0	 
high level poverti	high levels of poverty	high levels of poverty|&|high level of poverty|&|high poverty levels|&|high levels poverty|&|high poverty level|&|poverty like high level	4	37,7285243501	219,611282267	298,311657809	19,0	842,0	 
follow way	following ways	following ways|&|following way	2	42,4882631622	242,268814826	206,284478894	27,0	944,0	 
mentor peer	peer mentors	peer mentors|&|peer mentor|&|peer mentoring|&|peers and mentors|&|mentors and peers|&|mentors or peer	2	58,224656926	323,95424944	279,380712823	31,0	1303,0	 
contrast stark	stark contrast	stark contrast	2	18,8836725165	122,988369448	184,129691664	12,0	376,0	 
school trade	trade school	trade school|&|trade schools	2	29,8991481512	180,991959763	227,24224334	25,0	1125,0	 
area bay	Bay Area	Bay Area|&|bay area|&|Bay area	2	125,89115011	630,572429653	217,024684884	58,0	1938,0	 
commun futur	future community	future community|&|future of the community|&|future of a community|&|future of community|&|future in this community	2	14,1627543874	96,3156476199	220,408888553	9,0	304,0	 
food healthi	healthy food	healthy food|&|healthy foods	2	193,557643295	858,138982668	321,191124158	100,0	3504,0	 
famili needi	needy families	needy families|&|Needy Families	2	14,1627543874	97,983779825	184,770495407	11,0	403,0	 
complet program	program completion	program completion|&|completion of the program|&|completion of program|&|programs completion|&|completion of the programs|&|completion of this program|&|completion programs|&|completion program	2	78,6819688189	408,45318758	184,677242483	45,0	1763,0	 
experi program	program experience	program experience|&|experience with the program|&|experience the program|&|experience in the program|&|experience from program	2	15,7363937638	105,359391683	214,045652254	10,0	362,0	 
action disciplinari	disciplinary actions	disciplinary actions|&|disciplinary action	2	15,7363937638	108,870866472	321,143439239	8,0	392,0	 
access food	food access	food access|&|access food|&|food and access|&|access the food	2	45,635541915	267,531976689	357,98255974	29,0	1046,0	 
black peopl	Black people	Black people|&|black people|&|people Black	2	55,0773781733	310,116394983	289,209488613	29,0	982,0	 
experi other	other experiences	other experiences|&|experience with others|&|experiences of others|&|others experience|&|experience of others|&|experiences for others|&|experience for others	2	23,6045906457	148,468249626	187,417888645	15,0	503,0	 
demonstr project	demonstration projects	demonstration projects|&|demonstration project	2	23,6045906457	153,73546181	208,201518999	12,0	357,0	 
point turn	Turning Point	Turning Point|&|turning point	2	28,3255087748	189,646905029	194,769562867	10,0	291,0	 
disord post-traumat stress	post-traumatic stress disorder	post-traumatic stress disorder|&|Post-Traumatic Stress Disorder	3	23,8285416948	151,72520198	176,845871294	11,0	362,0	 
georg princ	Prince George	Prince George|&|Prince Georges	2	20,4573118929	147,417328296	200,47739934	8,0	382,0	 
arrest juvenil	juvenile arrests	juvenile arrests	2	15,7363937638	105,359391683	209,237928814	10,0	376,0	 
rate suspens	suspension rates	suspension rates|&|suspension rate	2	20,4573118929	139,122602118	410,527394479	11,0	407,0	 
agricultur urban	urban agriculture	urban agriculture|&|Urban Agriculture	2	73,9610506898	411,509451991	290,664922818	31,0	1074,0	 
cape eastern	Eastern Cape	Eastern Cape	2	18,8836725165	133,166602856	443,172348143	7,0	227,0	 
poverti youth	youth poverty	youth poverty|&|poverty among the youth|&|poverty and youth|&|poverty among youth|&|youth above poverty|&|poverty amongst the youth|&|poverty & youth	2	18,8836725165	122,988369448	191,463509554	12,0	428,0	 
leadership servant	servant leadership	servant leadership|&|Servant Leadership	2	14,1627543874	97,983779825	194,314139463	8,0	315,0	 
northern region	northern region	northern region|&|Northern Region	2	20,4573118929	135,017419113	180,132136414	11,0	353,0	 
commun mentor	community mentors	community mentors|&|community mentor|&|mentors the community|&|community among both mentor|&|community of mentors|&|mentor the community|&|mentor community|&|community and mentor	2	26,7518693984	172,092231323	286,920573898	13,0	539,0	 
food nutriti	nutritious food	nutritious food|&|nutritious foods	2	34,6200662803	206,104741652	257,029823294	21,0	756,0	 
address chang climat	address climate change	address climate change	3	13,8999826553	96,9316449778	232,581348403	6,0	185,0	 
educ peac	peace education	peace education|&|Peace Education|&|Peace education	2	37,7673450331	245,976738896	174,161316607	12,0	591,0	 
busi concept	business concept	business concept|&|business concepts|&|concept for this business	2	36,1937056567	212,180533236	264,648048548	23,0	771,0	 
emiss ghg	GHG emissions	GHG emissions|&|GHG emission	2	39,3409844095	240,274373187	241,081130568	21,0	678,0	 
school visit	visit schools	visit schools|&|visiting schools|&|visit these schools	2	26,7518693984	168,264016243	203,518774269	15,0	481,0	 
job placement	job placement	job placement|&|job placements	2	133,759346992	627,838171458	255,410792128	84,0	3189,0	 
organ other partnership	partnerships with other organizations	partnerships with other organizations|&|partnership with other organizations	4	13,8999826553	94,7889532019	279,464835659	7,0	247,0	 
job local	local jobs	local jobs|&|jobs local	2	18,8836725165	122,988369448	263,434879279	12,0	452,0	 
poverti reduct	poverty reduction	poverty reduction|&|Poverty Reduction|&|POVERTY REDUCTION|&|reduction of poverty|&|reduction in poverty	2	111,728395723	555,569732778	362,405116706	56,0	2349,0	 
group session	group sessions	group sessions|&|group session	2	62,9455750551	339,083805035	169,610117818	37,0	1261,0	 
african-american youth	African-American youth	African-American youth	2	17,3100331402	115,895330851	274,853512039	10,0	446,0	 
entrepreneur women	women entrepreneurs	women entrepreneurs	2	73,9610506898	413,934621739	215,050112006	30,0	1087,0	 
