stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
evalu impact	impact evaluation	impact evaluation|&|impact evaluations|&|evaluation on the impact|&|impact through the evaluation|&|evaluation of impact|&|evaluation and impact	2	40,9146237858	205,749282969	222,728713011	25,0	3553,0	 
literaci program	literacy program	literacy program|&|literacy programs	2	62,9455750551	302,997048922	145,687134498	39,0	5530,0	 
tourism	tourism	tourism|&|Tourism	1	179,706918615	730,291621325	395,173562906	113,0	14872,0	 
violenc youth	youth violence	youth violence|&|Youth Violence|&|violence the youth	2	70,813771937	365,156891431	156,809280919	22,0	3270,0	 
prize	prizes	prizes|&|prize|&|Prize	1	70,4927691804	335,329848263	129,863339491	64,0	8983,0	 
choic	choices	choices|&|Choices	1	176,728350903	652,287293283	182,133677275	253,0	36793,0	 
meat	meat	meat|&|meats	1	78,435616412	370,153307248	220,834784386	54,0	7878,0	 
entrepreneur local	local entrepreneurs	local entrepreneurs	2	47,2091812914	237,40301881	391,223079752	25,0	3251,0	 
smartphon	smartphone	smartphone|&|smartphones|&|Smartphone	1	51,6285070053	270,659735354	196,368738362	37,0	4584,0	 
detroit	Detroit	Detroit|&|Detroiters	1	205,521172117	886,563710418	153,564987291	84,0	12041,0	 
imag neg	negative images	negative images|&|negative image	2	42,4882631622	215,397172575	211,710146312	24,0	3304,0	 
dropout rate	dropout rate	dropout rate|&|dropout rates	2	176,247610154	662,512342056	743,870904273	127,0	20282,0	 
empower women	women empowerment	women empowerment|&|Women Empowerment|&|empowerment of women|&|empowerment women|&|empowerment of the women|&|empowerment for women|&|Empowerment of Women	2	59,7982963024	285,948678407	194,840683083	32,0	4610,0	 
develop sector	development sector	development sector|&|sector development|&|development of this sector	2	58,224656926	284,155352653	353,849357241	29,0	3508,0	 
children poor	poor children	poor children	2	34,6200662803	187,447207775	165,225578886	17,0	2332,0	 
career opportun	career opportunities	career opportunities|&|opportunities for career	2	42,4882631622	211,996296947	250,251314497	26,0	3733,0	 
meal	meals	meals|&|Meals	1	130,064123417	538,964288994	248,123838829	128,0	17816,0	 
bond	bond	bond|&|bonds|&|Bond	1	125,099843898	521,026911129	135,875872281	98,0	14547,0	 
healthcar	healthcare	healthcare|&|Healthcare	1	307,785330224	1062,07114238	530,383979732	239,0	31770,0	 
garment	garment	garment|&|garments|&|Garment	1	73,4713368922	382,908788487	212,355027433	33,0	4013,0	 
nurs	nurses	nurses|&|nurse|&|Nurses|&|Nurse	1	91,3427431633	406,064483025	296,069621334	72,0	9904,0	 
8th grader	8th graders	8th graders	2	39,3409844095	199,441826458	212,104916698	24,0	3332,0	 
mdg	MDG	MDG|&|MDGs	1	74,4641927962	342,334940763	201,042172723	61,0	9033,0	 
care foster system	foster care system	foster care system	3	41,6999479659	234,234483592	209,383227452	11,0	1626,0	 
educ environment	environmental education	environmental education|&|Environmental education|&|Environmental Education	2	62,9455750551	302,997048922	192,466121578	31,0	3941,0	 
nigerian	Nigerian	Nigerian|&|Nigerians	1	167,792647767	702,446265505	330,366289326	107,0	12901,0	 
mentor peer	peer mentors	peer mentors|&|peer mentor|&|peer mentoring|&|peers and mentors|&|mentors and peers|&|mentors or peer	2	56,6510175496	274,554920858	269,852733209	30,0	4446,0	 
foundat schott	Schott Foundation	Schott Foundation	2	66,0928538079	298,075663989	920,866111556	54,0	8414,0	 
school secondari	secondary schools	secondary schools|&|secondary school	2	207,720397682	752,49825715	283,480184544	106,0	14437,0	 
area bay	Bay Area	Bay Area|&|bay area|&|Bay area	2	122,743871358	527,354178373	192,258377656	55,0	7510,0	 
saturday	Saturday	Saturday|&|Saturdays	1	151,906953304	602,045420025	661,392169058	125,0	19941,0	 
hostel	hostel	hostel|&|hostels|&|Hostel	1	53,6142188132	314,981928044	140,08780128	17,0	2185,0	 
end program	end of the program	end of the program|&|end of each program|&|end of program|&|program by the end|&|end of every program|&|end the program|&|program at the end|&|program after the end	4	58,224656926	274,893865379	272,454641294	34,0	4733,0	 
depress	depression	depression|&|Depression	1	166,799791863	676,243554482	163,49808108	112,0	16478,0	 
complet program	program completion	program completion|&|completion of the program|&|completion of program|&|programs completion|&|completion of the programs|&|completion of this program|&|completion programs|&|completion program	2	78,6819688189	349,423485976	217,779401757	45,0	6601,0	 
network	network	network|&|networks|&|Network|&|Networks|&|NETWORK	1	1588,56944632	2784,11212249	451,726996305	1338,0	182607,0	 
more school	more schools	more schools	2	39,3409844095	202,864939684	149,458201816	22,0	3072,0	 
homicid	homicide	homicide|&|homicides|&|Homicide	1	72,4784809883	329,726373729	454,53415276	70,0	9881,0	 
facil	facilities	facilities|&|facility|&|Facility|&|Facilities	1	592,734974658	1557,85579586	328,220025436	567,0	79309,0	 
black peopl	Black people	Black people|&|black people|&|people Black	2	53,5037387969	262,993246274	239,265639575	28,0	4058,0	 
civil right	Civil Rights	Civil Rights|&|civil rights	2	55,0773781733	266,928395279	153,49178201	30,0	5205,0	 
advocaci group	advocacy groups	advocacy groups|&|advocacy group	2	53,5037387969	261,115729465	156,066943077	29,0	3765,0	 
content	content	content|&|contents	1	579,827847906	1617,30773224	536,133496751	450,0	61450,0	 
creativ express	creative expression	creative expression|&|Creative Expression	2	50,3564600441	249,354401138	170,992178978	27,0	3895,0	 
best way	best way	best way|&|best ways	2	110,154756347	445,34796842	146,719672247	67,0	9642,0	 
adapt	adaptation	adaptation|&|adaptive|&|Adaptation|&|adaptations|&|adaptability|&|adaption|&|Adaptive	1	116,164140762	481,365052002	162,870476042	99,0	14046,0	 
agricultur urban	urban agriculture	urban agriculture|&|Urban Agriculture	2	69,2401325607	337,914473425	172,902226152	29,0	4136,0	 
sme	SMEs	SMEs|&|SME	1	169,778359575	821,214928801	438,170622352	48,0	6765,0	 
size	size	size|&|sizes	1	229,349713812	768,687832709	214,406013581	270,0	36395,0	 
energi solar	solar energy	solar energy|&|Solar energy|&|Solar Energy	2	107,007477594	485,177312288	624,401623195	41,0	4812,0	 
barrier	barriers	barriers|&|barrier|&|Barriers	1	392,17808206	1145,66433289	179,015868958	411,0	56214,0	 
food nutriti	nutritious food	nutritious food|&|nutritious foods	2	34,6200662803	180,131672946	148,917032898	21,0	2891,0	 
audienc	audience	audience|&|audiences|&|Audience	1	371,328108077	1157,50263471	641,580297167	363,0	49256,0	 
situat	situation	situation|&|situations	1	494,442240167	1316,78771982	186,547360198	552,0	77399,0	 
stipend	stipend	stipend|&|stipends	1	74,4641927962	339,932661699	128,456631529	63,0	9254,0	 
busi concept	business concept	business concept|&|business concepts|&|concept for this business	2	36,1937056567	185,026870499	250,440054949	23,0	3036,0	 
job placement	job placement	job placement|&|job placements	2	130,612068239	520,481612616	509,624932115	77,0	11056,0	 
kit	kits	kits|&|kit|&|Kit|&|Kits	1	182,685486327	744,160993235	190,856311346	107,0	14325,0	 
organ support	support organizations	support organizations|&|support organization|&|organization support|&|organizations we support|&|support the organization|&|organizations support|&|support this organization|&|support of these organizations|&|support an organization|&|support for an organization|&|support from the organization|&|organization that support|&|support these organizations|&|support for the organization	2	51,9300994205	251,67534412	178,65164317	30,0	3713,0	 
welfar	welfare	welfare|&|Welfare	1	125,099843898	500,230886157	251,276650657	164,0	24135,0	 
perform	performance	performance|&|performances|&|Performance|&|performers|&|performer|&|Performances	1	704,927691804	1731,49942318	600,346704097	768,0	110864,0	 
district	district	district|&|districts|&|District|&|Districts	1	711,877683131	1912,92924375	276,61467703	559,0	82091,0	 
probat	probation	probation|&|Probation	1	54,6070747172	268,884893396	341,708389328	55,0	8654,0	 
filter	filters	filters|&|filter	1	57,585642429	296,72933109	154,171203397	40,0	5626,0	 
loui	Louis	Louis	1	39,714236158	223,080460564	125,510902976	22,0	2838,0	 
group session	group sessions	group sessions|&|group session	2	61,3719356788	286,24507074	217,561084887	36,0	4901,0	 
entrepreneur women	women entrepreneurs	women entrepreneurs	2	73,9610506898	358,446702232	418,344588581	30,0	4289,0	 
pesticid	pesticides	pesticides|&|pesticide	1	72,4784809883	356,883585781	158,186430995	44,0	6371,0	 
group peer	peer groups	peer groups|&|peer group	2	47,2091812914	241,339396303	145,713903481	23,0	3836,0	 
capita incom	capita income	capita income	2	33,046426904	175,251270328	156,891876422	19,0	2535,0	 
ownership	ownership	ownership|&|Ownership	1	207,506883925	735,279350433	176,307516502	286,0	40279,0	 
grade	grade	grade|&|grades|&|Grade|&|Grades	1	448,770868585	1304,15730805	2624,53007076	583,0	82753,0	 
wast	waste	waste|&|wastes|&|Waste	1	625,499219488	1922,4053971	1333,3779389	360,0	45700,0	 
capac	capacity	capacity|&|capacities|&|Capacity|&|CAPACITY	1	1050,44154638	2125,64371639	520,354172264	992,0	137441,0	 
access provid	providing access	providing access	2	55,0773781733	263,373782743	165,882482557	32,0	4117,0	 
instruct	instruction	instruction|&|instructions|&|Instruction	1	323,671024687	1051,47699409	622,524640837	257,0	39828,0	 
group small	small group	small group|&|small groups	2	125,89115011	491,456036069	212,88925991	77,0	11035,0	 
e-wast	e-waste	e-waste	1	32,7642448303	206,751823892	149,340400402	11,0	1484,0	 
chang climat	climate change	climate change|&|Climate Change|&|Climate change|&|change the climate|&|change of climate|&|change in climate	2	681,385849972	1893,95453774	932,771348926	255,0	35060,0	 
coop	coops	coops|&|coop|&|Coop	1	34,7499566382	189,390280795	165,539732594	26,0	3392,0	 
afterschool	afterschool	afterschool|&|Afterschool	1	40,7070920619	212,152166594	363,980234779	74,0	10762,0	 
cost high	high cost	high cost|&|high costs|&|cost high	2	95,9920019591	398,681474829	270,949484247	60,0	8560,0	 
master	master	master|&|Master|&|Masters|&|masters	1	225,378290196	769,639485877	125,342559239	219,0	30852,0	 
chang last	lasting change	lasting change	2	48,7828206677	236,422292961	126,947659013	30,0	4581,0	 
kid	kids	kids|&|Kids|&|kid|&|KIDS	1	815,134697142	2204,36574102	820,009318297	439,0	59934,0	 
econom impact	economic impact	economic impact|&|Economic impact|&|economic impacts	2	73,9610506898	328,458076818	145,557187941	49,0	6907,0	 
urban	Urban	Urban|&|urbanization	1	254,171111411	887,882625949	228,333844803	257,0	37985,0	 
adult children	children and adults	children and adults|&|adults and children|&|adults or children|&|children as adults|&|children or adults	3	47,2091812914	228,795767382	286,92663517	30,0	4035,0	 
incub	incubator	incubator|&|incubation|&|incubators|&|Incubator|&|Incubation|&|Incubators|&|incubates	1	221,406866581	829,243712797	632,566415657	172,0	23407,0	 
tool	tools	tools|&|tool|&|Tools|&|Tool|&|TOOLS	1	1447,58390796	2527,39449969	470,386989274	1345,0	181444,0	 
wisdom	wisdom	wisdom|&|Wisdom	1	116,164140762	499,675882865	167,220474288	87,0	12573,0	 
orphanag	orphanages	orphanages|&|orphanage|&|Orphanage	1	114,178428954	530,671691474	224,19312811	60,0	8305,0	 
conserv	conservation	conservation|&|Conservation|&|Conservancy	1	314,735321552	1120,67456111	648,527228004	252,0	33657,0	 
compani product	production company	production company|&|production companies	2	37,7673450331	204,487863027	211,68803154	17,0	2151,0	 
main product	main product	main product|&|main products	2	62,9455750551	288,546353675	194,631624209	39,0	4507,0	 
differ way	different ways	different ways|&|different way	2	61,3719356788	282,926860714	135,787219853	38,0	4725,0	 
target	target	target|&|targets|&|Target|&|TARGET	1	904,491728498	1887,47317779	179,526418985	1175,0	160937,0	 
provid	providers	providers|&|provider|&|Providence|&|Providers|&|provide|&|Provider	1	306,79247432	1046,12122573	390,950311521	352,0	47617,0	 
tree	trees	trees|&|tree|&|Tree|&|TREE|&|Trees	1	387,21380254	1257,90192545	536,976316809	265,0	36306,0	 
project	project	project|&|projects|&|Project|&|Projects|&|projections|&|projection|&|PROJECT	1	5041,72228025	4600,75724367	568,264063015	2976,0	387939,0	 
develop profession	professional development	professional development|&|development professionals|&|Professional Development	2	221,883152069	775,266927299	410,086149073	116,0	15855,0	 
minut	minutes	minutes|&|minute|&|Minutes|&|Minute	1	191,621189462	692,601981509	207,05596414	165,0	22639,0	 
aggreg	aggregates	aggregates|&|aggregation|&|aggregator	1	40,7070920619	209,756940943	238,816693176	35,0	4540,0	 
fashion	fashion	fashion|&|Fashion	1	212,471163445	817,66785466	306,680759564	155,0	19863,0	 
focu program	programs focus	programs focus|&|program focus|&|programs that focus|&|focus the program|&|program with focus|&|programs of focus|&|program with the focus	2	81,8292475717	353,158419604	220,289024538	51,0	7104,0	 
boston	Boston	Boston	1	116,164140762	514,783392761	154,184470134	74,0	9598,0	 
mind	mind	mind|&|minds|&|mindfulness|&|Minds|&|MINDS|&|Mindfulness	1	555,999306211	1433,9962429	143,920181662	498,0	68956,0	 
500,000	500,000	500,000	1	88,3641754515	376,920227333	180,04526509	100,0	13545,0	 
clean energi	clean energy	clean energy|&|Clean Energy	2	84,9765263245	396,339328717	495,884060445	36,0	4668,0	 
seed	seeds	seeds|&|Seeds|&|SEED	1	192,614045366	745,782602445	207,07991377	147,0	20650,0	 
african american women	African American women	African American women	3	31,7713889264	192,824563606	152,260803218	7,0	882,0	 
art project	arts projects	arts projects|&|art projects|&|art project|&|art and projects	2	47,2091812914	232,05286436	274,301681737	28,0	4019,0	 
seminar	seminars	seminars|&|seminar|&|Seminars|&|Seminar|&|SEMINARS	1	355,442413614	1083,63769368	270,043610825	316,0	43017,0	 
dozen	dozens	dozens|&|dozen	1	108,22129353	450,729629469	156,146530148	94,0	11851,0	 
